timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1784785206641,1170,Practice Automation-1,200,OK,Non Gui TestCases using CSV files 1-7,text,true,,47410,125,9,9,https://www.easycalculation.com/,735,0,0
1784785207790,131,wikkepedia,403,Forbidden,Non Gui TestCases using CSV files 1-4,text,false,,329,119,9,9,https://www.wikipedia.org/,131,0,0
1784785207812,110,example,200,OK,Non Gui TestCases using CSV files 1-7,text,true,,872,113,9,9,https://example.com/,109,0,0
1784785207923,172,W3org,200,OK,Non Gui TestCases using CSV files 1-7,text,true,,54790,112,9,9,https://www.w3.org/,71,0,0
1784785207807,841,info,200,OK,Non Gui TestCases using CSV files 1-6,text,true,,2450,143,9,9,https://info.cern.ch/hypertext/WWW/TheProject.html,841,0,604
1784785208648,148,wikkepedia,403,Forbidden,Non Gui TestCases using CSV files 1-6,text,false,,329,119,9,9,https://www.wikipedia.org/,148,0,0
1784785208096,776,info,200,OK,Non Gui TestCases using CSV files 1-7,text,true,,2450,143,9,9,https://info.cern.ch/hypertext/WWW/TheProject.html,774,0,484
1784785208873,124,wikkepedia,403,Forbidden,Non Gui TestCases using CSV files 1-7,text,false,,329,119,9,9,https://www.wikipedia.org/,124,0,0
1784785207923,1908,httpbin,200,OK,Non Gui TestCases using CSV files 1-4,text,true,,490,116,9,9,https://httpbin.org/get,1908,0,0
1784785209832,511,freecsstemplate,Non HTTP response code: javax.net.ssl.SSLException,Non HTTP response message: (internal_error) Received fatal alert: internal_error,Non Gui TestCases using CSV files 1-4,text,false,,3045,0,9,9,https://www.free-css.com/,0,0,511
1784785193395,17370,httpbin,200,OK,Non Gui TestCases using CSV files 1-9,text,true,,490,116,9,9,https://httpbin.org/get,17370,0,0
1784785210346,754,quotestoscrape,200,OK,Non Gui TestCases using CSV files 1-4,text,true,,11273,128,9,9,https://quotes.toscrape.com/page/1/,440,0,0
1784785210765,781,freecsstemplate,Non HTTP response code: javax.net.ssl.SSLException,Non HTTP response message: (internal_error) Received fatal alert: internal_error,Non Gui TestCases using CSV files 1-9,text,false,,3045,0,9,9,https://www.free-css.com/,0,0,781
1784785211550,694,quotestoscrape,200,OK,Non Gui TestCases using CSV files 1-9,text,true,,11273,128,9,9,https://quotes.toscrape.com/page/1/,389,0,0
1784785211101,1584,bookstoscrape,200,OK,Non Gui TestCases using CSV files 1-4,text,true,,51579,130,9,9,https://books.toscrape.com/index.html,535,0,0
1784785191287,21542,httpbin,200,OK,Non Gui TestCases using CSV files 1-10,text,true,,490,116,8,8,https://httpbin.org/get,21542,0,0
1784785212245,1299,bookstoscrape,200,OK,Non Gui TestCases using CSV files 1-9,text,true,,51579,130,8,8,https://books.toscrape.com/index.html,442,0,0
1784785212831,714,freecsstemplate,Non HTTP response code: javax.net.ssl.SSLException,Non HTTP response message: (internal_error) Received fatal alert: internal_error,Non Gui TestCases using CSV files 1-10,text,false,,3045,0,8,8,https://www.free-css.com/,0,0,714
1784785213545,514,Gui ,200,OK,Non Gui TestCases using CSV files 1-9,text,true,,14907,114,8,8,https://octoperf.com/,397,0,0
